mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000029718,18542,Pcolce,PCOLCE,5118
ENSMUSG00000029720,NA,NA,NA,NA
ENSMUSG00000029722,231801,Agfg2,AGFG2,3268
ENSMUSG00000029723,78829,Tsc22d4,TSC22D4,81628
ENSMUSG00000029725,69871,Ppp1r35,PPP1R35,221908
ENSMUSG00000029726,231803,Mepce,MEPCE,56257
ENSMUSG00000029727,13113,Cyp3a13,CYP3A7,1551
ENSMUSG00000029729,74570,Zkscan1,ZKSCAN1,7586
ENSMUSG00000029730,17220,Mcm7,MCM7,4176
ENSMUSG00000029735,29807,Tpk1,TPK1,27010
ENSMUSG00000029736,18291,Nobox,NOBOX,135935
ENSMUSG00000029752,27053,Asns,ASNS,440
ENSMUSG00000029754,13396,Dlx6,DLX6,1750
ENSMUSG00000029755,13395,Dlx5,DLX5,1749
ENSMUSG00000029757,13426,Dync1i1,DYNC1I1,1780
ENSMUSG00000029759,269823,Pon3,PON3,5446
ENSMUSG00000029761,109624,Cald1,NA,NA
ENSMUSG00000029762,14187,Akr1b8,AKR1B10,57016
ENSMUSG00000029763,20336,Exoc4,EXOC4,60412
ENSMUSG00000029765,243743,Plxna4,PLXNA4,91584
ENSMUSG00000029766,76382,1700012A03Rik,NA,NA
ENSMUSG00000029767,12321,Calu,CALU,813
ENSMUSG00000029769,232664,Ccdc136,CCDC136,64753
ENSMUSG00000029771,27056,Irf5,IRF5,3663
ENSMUSG00000029772,74340,Ahcyl2,AHCYL2,23382
ENSMUSG00000029775,76788,Klhdc10,KLHDC10,23008
ENSMUSG00000029776,58875,Hibadh,HIBADH,11112
ENSMUSG00000029777,353172,Gars1,GARS,2617
ENSMUSG00000029778,11517,Adcyap1r1,ADCYAP1R1,117
ENSMUSG00000029780,107569,Nt5c3,NT5C3A,51251
ENSMUSG00000029781,27055,Fkbp9,FKBP9,11328
ENSMUSG00000029782,72649,Tmem209,TMEM209,84928
ENSMUSG00000029784,75647,Ssmem1,SSMEM1,136263
ENSMUSG00000029787,78937,Avl9,AVL9,23080
ENSMUSG00000029788,74649,Cpa5,CPA5,93979
ENSMUSG00000029790,83922,Cep41,CEP41,95681
ENSMUSG00000029797,243369,Sspo,SSPO,23145
ENSMUSG00000029798,67138,Herc6,HERC6,55008
ENSMUSG00000029802,26357,Abcg2,ABCG2,9429
ENSMUSG00000029804,73998,Herc3,HERC3,8916
ENSMUSG00000029810,65963,Tmem176b,TMEM176B,28959
ENSMUSG00000029811,76507,Aoc1,AOC1,26
ENSMUSG00000029813,69761,Aoc1l2,NA,NA
ENSMUSG00000029814,140488,Igf2bp3,IGF2BP3,10643
ENSMUSG00000029815,75593,Malsu1,MALSU1,115416
ENSMUSG00000029816,93695,Gpnmb,GPNMB,10457
ENSMUSG00000029817,101214,Tra2a,TRA2A,29896
ENSMUSG00000029819,109648,Npy,NPY,4852
ENSMUSG00000029821,54722,Gsdme,DFNA5,1687
ENSMUSG00000029822,71720,Osbpl3,OSBPL3,26031
ENSMUSG00000029823,192196,Luc7l2,LUC7L2,51631
ENSMUSG00000029826,78781,Zc3hav1,ZC3HAV1,56829
ENSMUSG00000029828,70821,Spmip4,C7orf31,136895
ENSMUSG00000029829,77522,Tmem213,TMEM213,155006
ENSMUSG00000029830,320590,Svopl,SVOPL,136306
ENSMUSG00000029831,60531,Npvf,NPVF,64111
ENSMUSG00000029832,18025,Nfe2l3,NFE2L3,9603
ENSMUSG00000029833,21848,Trim24,TRIM24,8805
ENSMUSG00000029836,12417,Cbx3,CBX3,11335
ENSMUSG00000029837,NA,NA,NA,NA
ENSMUSG00000029838,19242,Ptn,PTN,5764
ENSMUSG00000029840,14489,Mtpn,MTPN,136319
ENSMUSG00000029843,243755,Slc13a4,SLC13A4,26266
ENSMUSG00000029844,15394,Hoxa1,HOXA1,3198
ENSMUSG00000029847,243753,Slc23a4,NA,NA
ENSMUSG00000029848,20899,Stra8,STRA8,346673
ENSMUSG00000029851,232748,Tcaf2,FAM115C,285966
ENSMUSG00000029859,13835,Epha1,EPHA1,2041
ENSMUSG00000029860,22793,Zyx,ZYX,7791
ENSMUSG00000029861,76156,Fam131b,FAM131B,9715
ENSMUSG00000029862,12723,Clcn1,CLCN1,1180
ENSMUSG00000029863,12366,Casp2,CASP2,835
ENSMUSG00000029864,76263,Gstk1,GSTK1,373156
ENSMUSG00000029865,71578,Sval1,NA,NA
ENSMUSG00000029866,23925,Kel,KEL,3792
ENSMUSG00000029867,76606,Llcfc1,C7orf34,135927
ENSMUSG00000029868,64177,Trpv6,TRPV6,55503
ENSMUSG00000029869,13848,Ephb6,EPHB6,2051
ENSMUSG00000029875,239650,Ccdc184,C12orf68,387856
ENSMUSG00000029878,386753,Dbpht2,NA,NA
ENSMUSG00000029882,67373,Prss3b,NA,NA
ENSMUSG00000029883,73481,Prss59,NA,NA
ENSMUSG00000029885,194357,Moxd2,NA,NA
ENSMUSG00000029909,67690,Prss37,PRSS37,136242
ENSMUSG00000029910,56150,Mad2l1,MAD2L1,4085
ENSMUSG00000029911,381760,Ssbp1,SSBP1,6742
ENSMUSG00000029913,70779,Prdm5,PRDM5,11107
ENSMUSG00000029915,23845,Clec5a,CLEC5A,23601
ENSMUSG00000029916,69923,Agk,AGK,55750
ENSMUSG00000029917,243407,Qrfprl,NA,NA
ENSMUSG00000029918,14548,Mrps33,MRPS33,51650
ENSMUSG00000029919,54486,Hpgds,HPGDS,27306
ENSMUSG00000029920,13990,Smarcad1,SMARCAD1,56916
ENSMUSG00000029922,54484,Mkrn1,MKRN1,23608
ENSMUSG00000029923,19331,Rab19,RAB19,401409
ENSMUSG00000029924,72144,Slc37a3,SLC37A3,84255
ENSMUSG00000029925,21391,Tbxas1,TBXAS1,6916
ENSMUSG00000029992,14583,Gfpt1,GFPT1,2673
ENSMUSG00000029993,56748,Nfu1,NFU1,27247
ENSMUSG00000029994,11746,Anxa4,ANXA4,307
ENSMUSG00000029998,66881,Pcyox1,PCYOX1,51449
ENSMUSG00000029999,21802,Tgfa,TGFA,7039
ENSMUSG00000030000,11519,Add2,ADD2,119
ENSMUSG00000030001,26910,Figla,FIGLA,344018
ENSMUSG00000030002,72102,Dusp11,DUSP11,8446
ENSMUSG00000030004,68396,Nat8,NAT8,9027
ENSMUSG00000030007,12468,Cct7,CCT7,10574
ENSMUSG00000030008,73327,Pradc1,PRADC1,84279
ENSMUSG00000030016,18139,Zfp638,ZNF638,27332
ENSMUSG00000030017,19695,Reg3g,REG3G,130120
ENSMUSG00000030019,101358,Fbxl14,FBXL14,144699
ENSMUSG00000030020,243548,Prickle2,PRICKLE2,166336
ENSMUSG00000030022,101401,Adamts9,ADAMTS9,56999
ENSMUSG00000030029,16206,Lrig1,LRIG1,26018
ENSMUSG00000030030,71837,1700003E16Rik,C2orf81,388963
ENSMUSG00000030031,243574,Kbtbd8,KBTBD8,84541
ENSMUSG00000030032,75659,Wdr54,WDR54,84058
ENSMUSG00000030034,70020,Ino80b,INO80B,83444
ENSMUSG00000030035,22377,Wbp1,WBP1,23559
ENSMUSG00000030036,57377,Mogs,MOGS,7841
ENSMUSG00000030037,68499,Mrpl53,MRPL53,116540
ENSMUSG00000030041,110958,M1ap,M1AP,130951
ENSMUSG00000030042,66979,Pole4,POLE4,56655
ENSMUSG00000030043,21336,Tacr1,TACR1,6869
ENSMUSG00000030045,56284,Mrpl19,MRPL19,9801
ENSMUSG00000030046,12154,Bmp10,BMP10,27302
ENSMUSG00000030047,232201,Arhgap25,ARHGAP25,9938
ENSMUSG00000030048,68888,Gkn3,NA,NA
ENSMUSG00000030049,66284,Gkn2,GKN2,200504
ENSMUSG00000030050,66283,Gkn1,GKN1,56287
ENSMUSG00000030051,72103,Aplf,APLF,200558
ENSMUSG00000030054,54368,Gp9,GP9,2815
ENSMUSG00000030055,69834,Rab43,RAB43,339122
ENSMUSG00000030056,57905,Isy1,ISY1-RAB43,100534599
ENSMUSG00000030057,12785,Cnbp,CNBP,7555
ENSMUSG00000030058,54161,Copg1,COPG1,22820
ENSMUSG00000030059,232286,Tmf1,TMF1,7110
ENSMUSG00000030060,232210,Hmces,HMCES,56941
ENSMUSG00000030061,22200,Uba3,UBA3,9039
ENSMUSG00000030062,103963,Rpn1,RPN1,6184
ENSMUSG00000030064,232288,Frmd4b,FRMD4B,23150
ENSMUSG00000030067,108655,Foxp1,NA,NA
ENSMUSG00000030068,NA,NA,NA,NA
ENSMUSG00000030069,50501,Prok2,PROK2,60675
ENSMUSG00000030074,232313,Gxylt2,GXYLT2,727936
ENSMUSG00000030075,18488,Cntn3,CNTN3,5067
ENSMUSG00000030077,12661,Chl1,CHL1,10752
ENSMUSG00000030079,56505,Ruvbl1,RUVBL1,8607
ENSMUSG00000030082,53421,Sec61a1,SEC61A1,29927
ENSMUSG00000030083,80283,Abtb1,ABTB1,80325
ENSMUSG00000030084,18844,Plxna1,PLXNA1,5361
ENSMUSG00000030086,66098,Chchd6,CHCHD6,84303
ENSMUSG00000030087,66277,Klf15,KLF15,28999
ENSMUSG00000030088,107747,Aldh1l1,ALDH1L1,10840
ENSMUSG00000030089,71699,Slc41a3,SLC41A3,54946
ENSMUSG00000030091,54563,Nup210,NUP210,23225
ENSMUSG00000030092,53870,Cntn6,CNTN6,27255
ENSMUSG00000030093,22421,Wnt7a,WNT7A,7476
ENSMUSG00000030094,22591,Xpc,XPC,7508
ENSMUSG00000030095,74122,Tmem43,TMEM43,79188
ENSMUSG00000030096,21366,Slc6a6,SLC6A6,6533
ENSMUSG00000030098,243547,Grip2,GRIP2,80852
ENSMUSG00000030101,58911,Sumf1,SUMF1,285362
ENSMUSG00000030102,16438,Itpr1,ITPR1,3708
ENSMUSG00000030103,20893,Bhlhe40,BHLHE40,8553
ENSMUSG00000030104,192193,Edem1,EDEM1,9695
ENSMUSG00000030105,67166,Arl8b,ARL8B,55207
ENSMUSG00000030107,24110,Usp18,USP18,11274
ENSMUSG00000030108,14412,Slc6a13,SLC6A13,6540
ENSMUSG00000030109,14411,Slc6a12,SLC6A12,6539
ENSMUSG00000030110,19713,Ret,RET,5979
ENSMUSG00000030111,232345,A2m,A2M,2
ENSMUSG00000030114,50928,Klrg1,KLRG1,10219
ENSMUSG00000030116,50530,Mfap5,MFAP5,8076
ENSMUSG00000030117,14562,Gdf3,GDF3,9573
ENSMUSG00000030120,30853,Mlf2,MLF2,8079
ENSMUSG00000030122,69202,Ptms,NA,NA
ENSMUSG00000030123,67784,Plxnd1,PLXND1,23129
ENSMUSG00000030124,16768,Lag3,LAG3,3902
ENSMUSG00000030125,16977,Lrrc23,LRRC23,10233
ENSMUSG00000030126,330401,Tmcc1,TMCC1,23023
ENSMUSG00000030127,26894,Cops7a,COPS7A,50813
ENSMUSG00000030131,17837,Mug2,NA,NA
ENSMUSG00000030134,70727,Rasgef1a,RASGEF1A,221002
ENSMUSG00000030137,53857,Tuba8,TUBA8,51807
ENSMUSG00000030138,213895,Bms1,BMS1,9790
ENSMUSG00000030142,56619,Clec4e,CLEC4E,26253
ENSMUSG00000030143,667929,Prb1c,NA,NA
ENSMUSG00000030144,17474,Clec4d,CLEC4D,338339
ENSMUSG00000030145,72720,Zfp248,ZNF248,57209
ENSMUSG00000030147,69810,Clec4b1,CLEC4C,170482
ENSMUSG00000030148,26888,Clec4a2,CLEC4A,50856
ENSMUSG00000030149,27007,Klrk1,NA,NA
ENSMUSG00000030154,232408,Klrb1f,NA,NA
ENSMUSG00000030155,232409,Clec2e,NA,NA
ENSMUSG00000030156,12515,Cd69,CD69,969
ENSMUSG00000030157,93694,Clec2d,NA,NA
ENSMUSG00000030158,71183,Clec12b,CLEC12B,387837
ENSMUSG00000030159,56760,Clec1b,CLEC1B,51266
ENSMUSG00000030160,330428,Tmem52b,TMEM52B,120939
ENSMUSG00000030161,57436,Gabarapl1,GABARAPL1,23710
ENSMUSG00000030162,108078,Olr1,OLR1,4973
ENSMUSG00000030165,16643,Klrd1,KLRD1,3824
ENSMUSG00000030166,19365,Rad52,RAD52,5893
ENSMUSG00000030167,16641,Klrc1,KLRC1,3821
ENSMUSG00000030168,68465,Adipor2,ADIPOR2,79602
ENSMUSG00000030170,22419,Wnt5b,WNT5B,81029
ENSMUSG00000030172,111173,Erc1,ERC1,23085
ENSMUSG00000030173,16636,Klra5,NA,NA
ENSMUSG00000030177,67200,Ccdc77,CCDC77,84318
ENSMUSG00000030178,16631,Klra13-ps,NA,NA
ENSMUSG00000030180,214899,Kdm5a,KDM5A,5927
ENSMUSG00000030187,16633,Klra2,NA,NA
ENSMUSG00000030188,66441,Magohb,MAGOHB,55110
ENSMUSG00000030189,56449,Ybx3,YBX3,8531
ENSMUSG00000030194,112408,Tas2r116,NA,NA
ENSMUSG00000030199,14011,Etv6,ETV6,2120
ENSMUSG00000030200,66813,Bcl2l14,BCL2L14,79370
ENSMUSG00000030201,16974,Lrp6,LRP6,4040
ENSMUSG00000030203,70686,Dusp16,DUSP16,80824
ENSMUSG00000030204,67755,Ddx47,DDX47,51202
ENSMUSG00000030205,93746,Gprc5d,GPRC5D,55507
ENSMUSG00000030206,14840,Gsg1,GSG1,83445
ENSMUSG00000030207,74525,Fam234b,KIAA1467,57613
ENSMUSG00000030208,13730,Emp1,EMP1,2012
ENSMUSG00000030209,14812,Grin2b,GRIN2B,2904
ENSMUSG00000030213,54343,Atf7ip,ATF7IP,55729
ENSMUSG00000030214,66857,Plbd1,PLBD1,79887
ENSMUSG00000030216,60321,Wbp11,WBP11,51729
ENSMUSG00000030217,109978,Art4,ART4,420
ENSMUSG00000030218,17313,Mgp,MGP,4256
ENSMUSG00000030219,69187,Erp27,ERP27,121506
ENSMUSG00000030220,11857,Arhgdib,ARHGDIB,397
ENSMUSG00000030222,232441,Rerg,RERG,85004
ENSMUSG00000030223,19277,Ptpro,PTPRO,5800
ENSMUSG00000030224,20901,Strap,STRAP,11171
ENSMUSG00000030225,232449,Dera,DERA,51071
ENSMUSG00000030226,109593,Lmo3,NA,NA
ENSMUSG00000030228,18705,Pik3c2g,PIK3C2G,5288
ENSMUSG00000030230,114875,Plcz1,PLCZ1,89869
ENSMUSG00000030231,109135,Plekha5,PLEKHA5,54477
ENSMUSG00000030232,11569,Aebp2,AEBP2,121536
ENSMUSG00000030235,58807,Slco1c1,SLCO1C1,53919
ENSMUSG00000030236,28253,Slco1b2,SLCO1B3,28234
ENSMUSG00000030237,28250,Slco1a4,NA,NA
ENSMUSG00000030243,19691,Recql,RECQL,5965
ENSMUSG00000030244,232493,Gys2,GYS2,2998
ENSMUSG00000030245,66964,Golt1b,GOLT1B,51026
ENSMUSG00000030246,16832,Ldhb,LDHB,3945
ENSMUSG00000030247,16523,Kcnj8,KCNJ8,3764
ENSMUSG00000030249,20928,Abcc9,ABCC9,10060
ENSMUSG00000030254,58186,Rad18,RAD18,56852
ENSMUSG00000030255,16651,Sspn,SSPN,8082
ENSMUSG00000030256,79362,Bhlhe41,NA,NA
ENSMUSG00000030257,259302,Srgap3,SRGAP3,9901
ENSMUSG00000030259,71323,Rassf8,RASSF8,11228
ENSMUSG00000030263,16970,Irag2,LRMP,4033
ENSMUSG00000030264,14911,Thumpd3,THUMPD3,25917
ENSMUSG00000030265,16653,Kras,KRAS,3845
ENSMUSG00000030268,12035,Bcat1,BCAT1,586
ENSMUSG00000030269,97287,Mtmr14,MTMR14,64419
ENSMUSG00000030270,211232,Cpne9,CPNE9,151835
ENSMUSG00000030271,18294,Ogg1,OGG1,4968
ENSMUSG00000030272,52163,Camk1,CAMK1,8536
ENSMUSG00000030275,75320,Etnk1,ETNK1,55500
ENSMUSG00000030276,101100,Ttll3,TTLL3,26140
ENSMUSG00000030278,14311,Cidec,CIDEC,63924
ENSMUSG00000030279,74741,C2cd5,C2CD5,9847
ENSMUSG00000030281,171095,Il17rc,IL17RC,84818
ENSMUSG00000030282,12764,Cmas,CMAS,55907
ENSMUSG00000030283,20449,St8sia1,ST8SIA1,6489
ENSMUSG00000030284,171508,Creld1,CRELD1,78987
ENSMUSG00000030286,66087,Emc3,EMC3,55831
ENSMUSG00000030287,16439,Itpr2,ITPR2,3709
ENSMUSG00000030291,108098,Med21,MED21,9412
ENSMUSG00000030292,69371,Smco2,SMCO2,341346
ENSMUSG00000030298,110379,Sec13,SEC13,6396
ENSMUSG00000030301,67015,Ccdc91,CCDC91,55297
ENSMUSG00000030302,11941,Atp2b2,ATP2B2,491
ENSMUSG00000030303,330450,Far2,FAR2,55711
ENSMUSG00000030304,67456,Ergic2,ERGIC2,51290
ENSMUSG00000030306,387314,Tmtc1,TMTC1,83857
ENSMUSG00000030307,243616,Slc6a11,SLC6A11,6538
ENSMUSG00000030309,232560,Caprin2,CAPRIN2,65981
ENSMUSG00000030310,232333,Slc6a1,SLC6A1,6529
ENSMUSG00000030313,320560,Dennd5b,DENND5B,160518
ENSMUSG00000030314,74244,Atg7,ATG7,10533
ENSMUSG00000030315,232334,Vgll4,VGLL4,9686
ENSMUSG00000030316,68971,Tamm41,TAMM41,132001
ENSMUSG00000030317,110595,Timp4,TIMP4,7079
ENSMUSG00000030319,67088,Cand2,CAND2,23066
ENSMUSG00000030321,212516,Efcab12,EFCAB12,90288
ENSMUSG00000030322,17193,Mbd4,MBD4,8930
ENSMUSG00000030323,81896,Ift122,IFT122,55764
ENSMUSG00000030324,212541,Rho,RHO,6010
ENSMUSG00000030325,17059,Klrb1c,KLRB1,3820
ENSMUSG00000030327,67602,Necap1,NECAP1,25977
ENSMUSG00000030329,319352,Pianp,PIANP,196500
ENSMUSG00000030330,28019,Ing4,ING4,51147
ENSMUSG00000030335,66493,Mrpl51,MRPL51,51258
ENSMUSG00000030336,21940,Cd27,CD27,939
ENSMUSG00000030337,22317,Vamp1,VAMP1,6843
ENSMUSG00000030339,17000,Ltbr,LTBR,4055
ENSMUSG00000030340,20276,Scnn1a,SCNN1A,6337
ENSMUSG00000030341,21937,Tnfrsf1a,TNFRSF1A,7132
ENSMUSG00000030342,12527,Cd9,CD9,928
ENSMUSG00000030344,11642,Akap3,AKAP3,10566
ENSMUSG00000030345,101320,Dyrk4,DYRK4,8798
ENSMUSG00000030346,19362,Rad51ap1,RAD51AP1,10635
ENSMUSG00000030347,28040,D6Wsu163e,C12orf4,57102
ENSMUSG00000030350,381813,Prmt8,PRMT8,56341
ENSMUSG00000030351,68498,Tspan11,TSPAN11,441631
ENSMUSG00000030352,109246,Tspan9,TSPAN9,10867
ENSMUSG00000030353,21679,Tead4,TEAD4,7004
ENSMUSG00000030357,14228,Fkbp4,FKBP4,2288
ENSMUSG00000030359,11287,Pzp,NA,NA
ENSMUSG00000030361,17057,Klrb1a,KLRB1,3820
ENSMUSG00000030364,94071,Clec2h,NA,NA
ENSMUSG00000030365,93675,Clec2i,NA,NA
ENSMUSG00000030366,67315,Ceacam12,NA,NA
ENSMUSG00000030368,66996,Ceacam11,NA,NA
ENSMUSG00000030373,114871,Psg28,NA,NA
ENSMUSG00000030374,97387,Strn4,STRN4,29888
ENSMUSG00000030376,110891,Slc8a2,SLC8A2,6543
ENSMUSG00000030378,76971,Sult2a8,NA,NA
ENSMUSG00000030380,109889,Mzf1,MZF1,7593
ENSMUSG00000030382,26459,Slc27a5,SLC27A5,10998
ENSMUSG00000030385,73090,2900092C05Rik,C19orf18,147685
ENSMUSG00000030386,67370,Zfp606,ZNF606,80095
ENSMUSG00000030393,22775,Zik1,ZIK1,284307
ENSMUSG00000030397,232944,Mark4,MARK4,57787
ENSMUSG00000030399,12715,Ckm,CKM,1158
ENSMUSG00000030400,13871,Ercc2,ERCC2,2068
ENSMUSG00000030401,20167,Rtn2,RTN2,6253
ENSMUSG00000030402,232941,Ppm1n,PPM1N,147699
ENSMUSG00000030403,22323,Vasp,VASP,7408
ENSMUSG00000030406,381853,Gipr,GIPR,2696
ENSMUSG00000030407,67369,Qpctl,QPCTL,54814
ENSMUSG00000030409,13400,Dmpk,DMPK,1760
ENSMUSG00000030410,13401,Dmwd,DMWD,1762
ENSMUSG00000030411,384569,Nova2,NOVA2,4858
ENSMUSG00000030413,21946,Pglyrp1,PGLYRP1,8993
ENSMUSG00000030417,56330,Pdcd5,PDCD5,9141
ENSMUSG00000030421,19777,Uri1,URI1,8725
ENSMUSG00000030423,66161,Pop4,POP4,10775
ENSMUSG00000030427,18726,Lilra6,LILRB3,11025
ENSMUSG00000030428,57776,Ttyh1,TTYH1,57348
ENSMUSG00000030431,664968,Tmem238,TMEM238,388564
ENSMUSG00000030433,381836,Sbk2,SBK2,646643
ENSMUSG00000030435,22185,U2af2,U2AF2,11338
ENSMUSG00000030443,213011,Zfp583,ZNF583,147949
ENSMUSG00000030446,212569,Zfp273,ZNF676,163223
ENSMUSG00000030447,20430,Cyfip1,CYFIP1,23191
ENSMUSG00000030450,18431,Oca2,OCA2,4948
ENSMUSG00000030451,15204,Herc2,HERC2,8924
ENSMUSG00000030452,93790,Nipa2,NIPA2,81614
ENSMUSG00000030463,71162,4933421I07Rik,NA,NA
ENSMUSG00000030465,234353,Psd3,PSD3,23362
ENSMUSG00000030468,243958,Siglecg,SIGLEC10,89790
ENSMUSG00000030469,210105,Zfp719,NA,NA
ENSMUSG00000030470,13009,Csrp3,CSRP3,8048
ENSMUSG00000030471,243983,Zdhhc13,ZDHHC13,54503
ENSMUSG00000030472,72431,Ceacam18,CEACAM18,729767
ENSMUSG00000030474,83382,Siglece,SIGLEC9,27180
ENSMUSG00000030483,13088,Cyp2b10,CYP2B6,1555
ENSMUSG00000030484,76942,Lypd5,LYPD5,284348
ENSMUSG00000030486,54678,Zfp108,NA,NA
ENSMUSG00000030491,71981,Tdrd12,LOC101929327,101929327
ENSMUSG00000030492,30962,Slc7a9,SLC7A9,11136
ENSMUSG00000030493,101831,Faap24,C19orf40,91442
ENSMUSG00000030494,52428,Rhpn2,RHPN2,85415
ENSMUSG00000030495,53896,Slc7a10,SLC7A10,56301
ENSMUSG00000030498,14453,Gas2,GAS2,2620
ENSMUSG00000030499,233107,Kctd15,KCTD15,79047
ENSMUSG00000030500,140919,Slc17a6,SLC17A6,57084
ENSMUSG00000030505,71974,Prmt3,PRMT3,10196
ENSMUSG00000030507,13172,Dbx1,DBX1,120237
ENSMUSG00000030509,117589,Asb7,ASB7,140460
ENSMUSG00000030510,545975,Cers3,CERS3,204219
ENSMUSG00000030512,68981,Snrpa1,SNRPA1,6627
ENSMUSG00000030513,18553,Pcsk6,PCSK6,5046
ENSMUSG00000030515,272396,Tars3,TARSL2,123283
ENSMUSG00000030516,21872,Tjp1,TJP1,7082
ENSMUSG00000030518,70638,Entrep2,FAM189A1,23359
ENSMUSG00000030519,11784,Apba2,APBA2,321
ENSMUSG00000030521,67973,Mphosph10,MPHOSPH10,10199
ENSMUSG00000030522,233315,Mtmr10,MTMR10,54893
ENSMUSG00000030523,17364,Trpm1,TRPM1,4308
ENSMUSG00000030525,11441,Chrna7,CHRNA7,1139
ENSMUSG00000030527,70461,Crtc3,CRTC3,64784
ENSMUSG00000030528,12144,Blm,BLM,641
ENSMUSG00000030530,18550,Furin,FURIN,5045
ENSMUSG00000030532,68695,Hddc3,HDDC3,374659
ENSMUSG00000030533,101869,Unc45a,UNC45A,55898
ENSMUSG00000030534,233405,Vps33b,VPS33B,26276
ENSMUSG00000030536,29875,Iqgap1,IQGAP1,8826
ENSMUSG00000030538,23991,Cib1,CIB1,10519
ENSMUSG00000030539,20352,Sema4b,SEMA4B,10509
ENSMUSG00000030541,269951,Idh2,IDH2,3418
ENSMUSG00000030543,17293,Mesp2,MESP2,145873
ENSMUSG00000030544,17292,Mesp1,MESP1,55897
ENSMUSG00000030545,18631,Pex11a,PEX11A,8800
ENSMUSG00000030546,103968,Plin1,PLIN1,5346
ENSMUSG00000030549,56315,Rhcg,RHCG,51458
ENSMUSG00000030551,11819,Nr2f2,NR2F2,7026
ENSMUSG00000030553,78444,Pgpep1l,PGPEP1L,145814
ENSMUSG00000030554,233335,Synm,SYNM,23336
ENSMUSG00000030555,67009,Ttc23,TTC23,64927
ENSMUSG00000030556,67867,Lrrc28,LRRC28,123355
ENSMUSG00000030557,17258,Mef2a,MEF2A,4205
ENSMUSG00000030559,72433,Rab38,RAB38,23682
ENSMUSG00000030560,13032,Ctsc,CTSC,1075
ENSMUSG00000030562,50490,Nox4,NOX4,50507
ENSMUSG00000030577,12483,Cd22,CD22,933
ENSMUSG00000030579,22177,Tyrobp,TYROBP,7305
ENSMUSG00000030583,74206,Sipa1l3,SIPA1L3,23094
ENSMUSG00000030584,29861,Dpf1,DPF1,8193
ENSMUSG00000030587,72275,2200002D01Rik,NA,NA
ENSMUSG00000030588,77254,Yif1b,YIF1B,90522
ENSMUSG00000030589,233046,Rasgrp4,RASGRP4,115727
ENSMUSG00000030590,73833,Fam98c,FAM98C,147965
ENSMUSG00000030591,57296,Psmd8,PSMD8,5714
ENSMUSG00000030592,20190,Ryr1,RYR1,6261
ENSMUSG00000030595,18036,Nfkbib,NFKBIB,4793
ENSMUSG00000030598,50760,Fbxo17,FBXO17,115290
ENSMUSG00000030600,80749,Lrfn1,LRFN1,57622
ENSMUSG00000030602,70584,Pak4,PAK4,10298
ENSMUSG00000030603,23996,Psmc4,PSMC4,5704
ENSMUSG00000030604,71163,Zfp626,NA,NA
ENSMUSG00000030605,17304,Mfge8,MFGE8,4240
ENSMUSG00000030606,67666,Hapln3,HAPLN3,145864
ENSMUSG00000030607,11595,Acan,NA,NA
ENSMUSG00000030609,68048,Aen,AEN,64782
ENSMUSG00000030610,76375,Det1,DET1,55070
ENSMUSG00000030611,67994,Mrps11,MRPS11,64963
ENSMUSG00000030612,67308,Mrpl46,MRPL46,26589
ENSMUSG00000030613,66365,Ccdc90b,CCDC90B,60492
ENSMUSG00000030614,68472,Tmem126b,TMEM126B,55863
ENSMUSG00000030615,66271,Tmem126a,TMEM126A,84233
ENSMUSG00000030616,83671,Sytl2,SYTL2,54843
ENSMUSG00000030617,75338,Ccdc83,CCDC83,220047
ENSMUSG00000030619,13626,Eed,EED,8726
ENSMUSG00000030621,109264,Me3,ME3,10873
ENSMUSG00000030623,NA,NA,NA,NA
ENSMUSG00000030629,65098,Zfand6,ZFAND6,54469
ENSMUSG00000030630,14085,Fah,FAH,2184
ENSMUSG00000030636,NA,NA,NA,NA
ENSMUSG00000030638,20408,Sh3gl3,SH3GL3,6457
ENSMUSG00000030641,74041,Ddias,C11orf82,220042
ENSMUSG00000030643,75985,Rab30,RAB30,27314
ENSMUSG00000030647,68197,Ndufc2,NDUFC2,4718
ENSMUSG00000030649,75430,Anapc15,NA,NA
ENSMUSG00000030650,74424,Tmc5,TMC5,79838
ENSMUSG00000030651,11872,Art2b,NA,NA
ENSMUSG00000030652,12850,Coq7,COQ7,10229
ENSMUSG00000030653,207728,Pde2a,PDE2A,5138
ENSMUSG00000030654,54208,Arl6ip1,ARL6IP1,23204
ENSMUSG00000030655,233789,Smg1,SMG1,23049
ENSMUSG00000030657,233781,Xylt1,XYLT1,64131
ENSMUSG00000030659,53322,Nucb2,NUCB2,4925
ENSMUSG00000030660,18704,Pik3c2a,PIK3C2A,5286
ENSMUSG00000030662,70572,Ipo5,IPO5,3843
ENSMUSG00000030663,56372,1110004F10Rik,C11orf58,10944
ENSMUSG00000030664,68469,Sox6os,NA,NA
ENSMUSG00000030666,116903,Calcb,NA,NA
ENSMUSG00000030669,12310,Calca,CALCB,797
ENSMUSG00000030670,244209,Cyp2r1,CYP2R1,120227
ENSMUSG00000030671,18576,Pde3b,PDE3B,5140
ENSMUSG00000030672,17907,Mylpf,MYLPF,29895
ENSMUSG00000030674,67375,Qprt,QPRT,23475
ENSMUSG00000030677,110033,Kif22,KIF22,3835
